N,K,M,ef_construction,ef,recall_at_10,build_time_sec,query_time_sec,qps,exact_time_sec
20000,10,32,400,200,0.9999899999999999,0.6168079376220703,0.7795884609222412,25654.56135194755,4.877904415130615
20000,10,32,200,200,0.9999450000000001,0.3335239887237549,0.5425047874450684,36866.034112233734,4.877904415130615
20000,10,32,400,100,0.9998299999999999,0.7982995510101318,0.3661215305328369,54626.66992266992,4.877904415130615
20000,10,32,200,100,0.999755,0.4814767837524414,0.44223594665527344,45224.727097071926,4.877904415130615
20000,10,16,400,200,0.99972,0.39276742935180664,0.4290599822998047,46613.52916857449,4.877904415130615
20000,10,32,100,200,0.9996650000000001,0.27292966842651367,0.5869185924530029,34076.27609207402,4.877904415130615
20000,10,16,200,200,0.9993650000000002,0.3813130855560303,0.3346445560455322,59764.90469869999,4.877904415130615
20000,10,32,200,50,0.9988400000000002,0.37784290313720703,0.14206457138061523,140781.05333114043,4.877904415130615
20000,10,32,400,50,0.9988400000000002,0.7976653575897217,0.18888330459594727,105885.48332942034,4.877904415130615
20000,10,16,100,200,0.9987299999999999,0.13910317420959473,0.24054408073425293,83144.84371825178,4.877904415130615
20000,10,16,400,100,0.998625,0.5023810863494873,0.15360808372497559,130201.48103538995,4.877904415130615
20000,10,32,100,100,0.998605,0.23021745681762695,0.4304969310760498,46457.93861993149,4.877904415130615
20000,10,16,200,100,0.9980549999999999,0.31855058670043945,0.1293327808380127,154639.83585916777,4.877904415130615
20000,10,32,100,50,0.9972,0.28931689262390137,0.14464807510375977,138266.61699890226,4.877904415130615
20000,10,8,400,200,0.9957,0.3911778926849365,0.16999340057373047,117651.62607783407,4.877904415130615
20000,10,16,100,100,0.995635,0.2728438377380371,0.2328941822052002,85875.91072746612,4.877904415130615
20000,10,16,400,50,0.99445,0.39568305015563965,0.07682085037231445,260345.98553738245,4.877904415130615
20000,10,16,200,50,0.99397,0.35505127906799316,0.10346317291259766,193305.49640977426,4.877904415130615
20000,10,8,200,200,0.9931700000000001,0.2393784523010254,0.312328577041626,64035.12669074298,4.877904415130615
20000,10,16,100,50,0.9908400000000002,0.2137165069580078,0.16057300567626953,124553.93679509185,4.877904415130615
20000,10,8,100,200,0.9899900000000001,0.09662127494812012,0.12384319305419922,161494.54408242786,4.877904415130615
20000,10,8,400,100,0.98882,0.4007742404937744,0.15845966339111328,126215.08573216897,4.877904415130615
20000,10,8,200,100,0.9857,0.2903635501861572,0.15790534019470215,126658.16099277823,4.877904415130615
20000,10,8,100,100,0.9771200000000001,0.13535332679748535,0.17239832878112793,116010.40532934306,4.877904415130615
20000,10,8,400,50,0.9743350000000001,0.5322415828704834,0.06505227088928223,307445.070350267,4.877904415130615
20000,10,8,200,50,0.9707,0.2484750747680664,0.07858824729919434,254490.9790882311,4.877904415130615
20000,10,8,100,50,0.9603450000000001,0.20607233047485352,0.10513472557067871,190232.10353609227,4.877904415130615
