N,K,M,ef_construction,ef,recall_at_10,build_time_sec,query_time_sec,qps,exact_time_sec
20000,10,8,100,50,0.8757149999999999,0.7140653133392334,0.1014769077301025,197089.17474302492,35.77649927139282
