N,GT_THRESHOLD,SAMPLE_SIZE,gt_pairs,pred_pairs,pair_recall,cluster_recall,tp,fn,drop_rate_proxy,e2e_recall,e2e_tp,e2e_fn
50000,0.9,,81,81,1.0,1.0,81,0,0.999838,1.0,81,0
